id,text,service,parent_topic_id,parent_topic,query_topic_id,query_topic,priority,language_style,privacy_present,privacy_types,source_type,parent_query_id,difficulty,is_ood,annotation_notes
PASSX_0034,application submit করার আগে responsible passport officeটা কীভাবে নির্ধারণ করব?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_OFFICE_SELECTION,Passport Office Selection,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPLICATION_OFFICE_SELECTION_F04,Hard,FALSE,Reviewed independent pilot seed retained for canonical expansion.
PASSX_0035,application submit করার আগে responsible passport officeটা কোন প্রক্রিয়ায় নির্ধারণ করব—নিয়মটা জানাবেন?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_OFFICE_SELECTION,Passport Office Selection,Low,Mixed,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_OFFICE_SELECTION_F04,Hard,FALSE,Controlled paraphrase 1 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0036,"application submit করার আগে responsible passport officeটা কোন প্রক্রিয়ায় নির্ধারণ করব, একটু বুঝিয়ে বলবেন?",PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_OFFICE_SELECTION,Passport Office Selection,Low,Mixed,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_OFFICE_SELECTION_F04,Hard,FALSE,Controlled paraphrase 2 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0037,ই-পাসপোর্ট আবেদনপত্রে কী কী ব্যক্তিগত তথ্য দিতে হয়?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_INFORMATION,Passport Application Information,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_APPLICATION_INFORMATION_F01,Easy,FALSE,Reviewed independent pilot seed retained for canonical expansion.
PASSX_0038,আমার ক্ষেত্রে ই-পাসপোর্ট আবেদনপত্রে কোন কোন ব্যক্তিগত তথ্য দিতে হয়?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_INFORMATION,Passport Application Information,Low,Formal,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_INFORMATION_F01,Easy,FALSE,Controlled paraphrase 1 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0039,ই-পাসপোর্ট আবেদনপত্রে কোন কোন ব্যক্তিগত তথ্য দিতে হয়; পরের ধাপটা কী?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_INFORMATION,Passport Application Information,Low,Formal,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_INFORMATION_F01,Easy,FALSE,Controlled paraphrase 2 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0040,passport form fill up করতে কোন কোন information লাগবে?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_INFORMATION,Passport Application Information,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_APPLICATION_INFORMATION_F02,Medium,FALSE,Reviewed independent pilot seed retained for canonical expansion.
PASSX_0041,এটা নিয়ে সাহায্য দরকার: passport form fill up করতে কোন কোন information দরকার হবে?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_INFORMATION,Passport Application Information,Low,Informal,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_INFORMATION_F02,Medium,FALSE,Controlled paraphrase 1 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0042,passport form fill up করতে কোন কোন information দরকার হবে?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_INFORMATION,Passport Application Information,Low,Informal,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_INFORMATION_F02,Medium,FALSE,Controlled paraphrase 2 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0043,e-passport application e ki ki info dite hoy?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_INFORMATION,Passport Application Information,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPLICATION_INFORMATION_F03,Medium,FALSE,Reviewed independent pilot seed retained for canonical expansion.
PASSX_0044,I am trying to understand this: e-passport application e kon kon jinis info dite hoy?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_INFORMATION,Passport Application Information,Low,Mixed,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_INFORMATION_F03,Medium,FALSE,Controlled paraphrase 1 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0045,I need guidance on this: e-passport application e kon kon jinis info dite hoy?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_INFORMATION,Passport Application Information,Low,Mixed,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_INFORMATION_F03,Medium,FALSE,Controlled paraphrase 2 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0046,passport form fill up করার সময় কোন কোন information দিতে হবে?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_INFORMATION,Passport Application Information,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPLICATION_INFORMATION_F04,Hard,FALSE,Reviewed independent pilot seed retained for canonical expansion.
PASSX_0047,passport form fill up করার সময় কোন কোন information দিতে হবে—নিয়মটা জানাবেন?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_INFORMATION,Passport Application Information,Low,Mixed,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_INFORMATION_F04,Hard,FALSE,Controlled paraphrase 1 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0048,"passport form fill up করার সময় কোন কোন information দিতে হবে, একটু বুঝিয়ে বলবেন?",PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_INFORMATION,Passport Application Information,Low,Mixed,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_INFORMATION_F04,Hard,FALSE,Controlled paraphrase 2 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0049,ই-পাসপোর্ট আবেদনে কী কী মেয়াদ ও পৃষ্ঠাসংখ্যার অপশন পাওয়া যায়?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_PASSPORT_OPTIONS,"Passport Type, Validity and Page Options",Low,Formal,FALSE,,SYNTHETIC,PASSPORT_APPLICATION_PASSPORT_OPTIONS_F01,Easy,FALSE,Reviewed independent pilot seed retained for canonical expansion.
PASSX_0050,আমার ক্ষেত্রে ই-পাসপোর্ট আবেদনে কোন কোন মেয়াদ ও পৃষ্ঠাসংখ্যার অপশন পাওয়া যায়?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_PASSPORT_OPTIONS,"Passport Type, Validity and Page Options",Low,Formal,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_PASSPORT_OPTIONS_F01,Easy,FALSE,Controlled paraphrase 1 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0051,ই-পাসপোর্ট আবেদনে কোন কোন মেয়াদ ও পৃষ্ঠাসংখ্যার অপশন পাওয়া যায়; পরের ধাপটা কী?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_PASSPORT_OPTIONS,"Passport Type, Validity and Page Options",Low,Formal,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_PASSPORT_OPTIONS_F01,Easy,FALSE,Controlled paraphrase 2 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0052,passport apply করার সময় validity আর page option কীভাবে choose করব?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_PASSPORT_OPTIONS,"Passport Type, Validity and Page Options",Low,Informal,FALSE,,SYNTHETIC,PASSPORT_APPLICATION_PASSPORT_OPTIONS_F02,Medium,FALSE,Reviewed independent pilot seed retained for canonical expansion.
PASSX_0053,এটা নিয়ে সাহায্য দরকার: passport apply করার সময় validity আর page option কীভাবে choose করতে হবে?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_PASSPORT_OPTIONS,"Passport Type, Validity and Page Options",Low,Informal,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_PASSPORT_OPTIONS_F02,Medium,FALSE,Controlled paraphrase 1 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0054,passport apply করার সময় validity আর page option কোন প্রক্রিয়ায় choose করব?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_PASSPORT_OPTIONS,"Passport Type, Validity and Page Options",Low,Informal,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_PASSPORT_OPTIONS_F02,Medium,FALSE,Controlled paraphrase 2 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0055,passport er validity o page option gulo ki?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_PASSPORT_OPTIONS,"Passport Type, Validity and Page Options",Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPLICATION_PASSPORT_OPTIONS_F03,Medium,FALSE,Reviewed independent pilot seed retained for canonical expansion.
PASSX_0056,I am trying to understand this: passport er validity o page option gulo ki?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_PASSPORT_OPTIONS,"Passport Type, Validity and Page Options",Low,Mixed,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_PASSPORT_OPTIONS_F03,Medium,FALSE,Controlled paraphrase 1 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0057,I need guidance on this: passport er validity o page option gulo ki?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_PASSPORT_OPTIONS,"Passport Type, Validity and Page Options",Low,Mixed,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_PASSPORT_OPTIONS_F03,Medium,FALSE,Controlled paraphrase 2 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0058,passport application-এর সময় validity আর page-এর কোন কোন option থেকে choose করা যায়?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_PASSPORT_OPTIONS,"Passport Type, Validity and Page Options",Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPLICATION_PASSPORT_OPTIONS_F04,Hard,FALSE,Reviewed independent pilot seed retained for canonical expansion.
PASSX_0059,passport application-এর সময় validity আর page-এর কোন কোন option থেকে choose করা যায়—নিয়মটা জানাবেন?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_PASSPORT_OPTIONS,"Passport Type, Validity and Page Options",Low,Mixed,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_PASSPORT_OPTIONS_F04,Hard,FALSE,Controlled paraphrase 1 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0060,"passport application-এর সময় validity আর page-এর কোন কোন option থেকে choose করা যায়, একটু বুঝিয়ে বলবেন?",PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_PASSPORT_OPTIONS,"Passport Type, Validity and Page Options",Low,Mixed,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_PASSPORT_OPTIONS_F04,Hard,FALSE,Controlled paraphrase 2 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0061,বিদেশে অবস্থান করে নতুন বাংলাদেশি ই-পাসপোর্টের আবেদন কীভাবে করব?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_OVERSEAS,New Passport Application From Abroad,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_APPLICATION_OVERSEAS_F01,Easy,FALSE,Reviewed independent pilot seed retained for canonical expansion.
PASSX_0062,আমার ক্ষেত্রে বিদেশে অবস্থান করে নতুন বাংলাদেশি ই-পাসপোর্টের আবেদন কোন প্রক্রিয়ায় করব?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_OVERSEAS,New Passport Application From Abroad,Low,Formal,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_OVERSEAS_F01,Easy,FALSE,Controlled paraphrase 1 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0063,বিদেশে অবস্থান করে নতুন বাংলাদেশি ই-পাসপোর্টের আবেদন কোন প্রক্রিয়ায় করব; পরের ধাপটা কী?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_OVERSEAS,New Passport Application From Abroad,Low,Formal,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_OVERSEAS_F01,Easy,FALSE,Controlled paraphrase 2 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0064,"আমি abroad থাকি, first passport embassy দিয়ে করতে পারব?",PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_OVERSEAS,New Passport Application From Abroad,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_APPLICATION_OVERSEAS_F02,Medium,FALSE,Reviewed independent pilot seed retained for canonical expansion.
PASSX_0065,"এটা নিয়ে সাহায্য দরকার: আমি abroad থাকি, first passport embassy দিয়ে করতে পারব?",PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_OVERSEAS,New Passport Application From Abroad,Low,Informal,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_OVERSEAS_F02,Medium,FALSE,Controlled paraphrase 1 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0066,"এই বিষয়ে সহায়তা চাই: আমি abroad থাকি, first passport embassy দিয়ে করতে পারব?",PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_OVERSEAS,New Passport Application From Abroad,Low,Informal,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_OVERSEAS_F02,Medium,FALSE,Controlled paraphrase 2 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0067,bidesh theke new Bangladesh passport apply korbo kivabe?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_OVERSEAS,New Passport Application From Abroad,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPLICATION_OVERSEAS_F03,Medium,FALSE,Reviewed independent pilot seed retained for canonical expansion.
PASSX_0068,I am trying to understand this: bidesh theke new Bangladesh passport apply korte hobe kivabe?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_OVERSEAS,New Passport Application From Abroad,Low,Mixed,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_OVERSEAS_F03,Medium,FALSE,Controlled paraphrase 1 of reviewed independent seed; family preserved; automated validation complete.
PASSX_0069,I need guidance on this: bidesh theke new Bangladesh passport apply korbo kon process e?,PASSPORT,PASSPORT_APPLICATION,New Passport Application,PASSPORT_APPLICATION_OVERSEAS,New Passport Application From Abroad,Low,Mixed,FALSE,,PARAPHRASED,PASSPORT_APPLICATION_OVERSEAS_F03,Medium,FALSE,Controlled paraphrase 2 of reviewed independent seed; family preserved; automated validation complete.
