id,text,service,parent_topic_id,parent_topic,query_topic_id,query_topic,priority,language_style,privacy_present,privacy_types,source_type,parent_query_id,difficulty,is_ood,annotation_notes,review_priority,natural_query,service_context_clear,parent_label_correct,query_topic_correct,more_specific_leaf_available,neighbor_confusion_risk,language_style_correct,priority_correct,difficulty_correct,independent_seed,mutable_fact_safe,privacy_safe,retain_leaf,review_decision,review_notes
TAXQ_0011,online e-TIN application ta kothay start korbo?,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_ONLINE_REGISTRATION,Online e-TIN Registration,Low,Mixed,FALSE,,SYNTHETIC,TAX_TIN_ONLINE_REGISTRATION_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0012,ঘরে বসে taxpayer registration submit করার উপায় জানতে চাই।,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_ONLINE_REGISTRATION,Online e-TIN Registration,Low,Mixed,FALSE,,SYNTHETIC,TAX_TIN_ONLINE_REGISTRATION_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0013,টিআইএন নিবন্ধনের জন্য কী তথ্য ও কাগজপত্র প্রয়োজন?,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_REQUIRED_INFORMATION,TIN Registration Information and Documents,Low,Formal,FALSE,,SYNTHETIC,TAX_TIN_REQUIRED_INFORMATION_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0014,e-TIN করতে কী কী details দিতে হবে?,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_REQUIRED_INFORMATION,TIN Registration Information and Documents,Low,Informal,FALSE,,SYNTHETIC,TAX_TIN_REQUIRED_INFORMATION_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0015,taxpayer registration er required information ki ki?,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_REQUIRED_INFORMATION,TIN Registration Information and Documents,Low,Mixed,FALSE,,SYNTHETIC,TAX_TIN_REQUIRED_INFORMATION_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0016,নিজের নামে TIN খুলতে form-এ কোন পরিচয়সংক্রান্ত তথ্য চাইবে?,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_REQUIRED_INFORMATION,TIN Registration Information and Documents,Low,Mixed,FALSE,,SYNTHETIC,TAX_TIN_REQUIRED_INFORMATION_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0017,আমার ই-টিআইএন সনদ কীভাবে ডাউনলোড করব?,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_CERTIFICATE_DOWNLOAD,e-TIN Certificate Download,Low,Formal,FALSE,,SYNTHETIC,TAX_TIN_CERTIFICATE_DOWNLOAD_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0018,TIN certificate-এর আরেকটা copy কোথায় পাব?,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_CERTIFICATE_DOWNLOAD,e-TIN Certificate Download,Low,Informal,FALSE,,SYNTHETIC,TAX_TIN_CERTIFICATE_DOWNLOAD_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0019,e-TIN certificate download korar option kothay?,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_CERTIFICATE_DOWNLOAD,e-TIN Certificate Download,Low,Mixed,FALSE,,SYNTHETIC,TAX_TIN_CERTIFICATE_DOWNLOAD_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0020,"taxpayer registration হয়ে গেছে, এখন certificateটা print করতে চাই।",TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_CERTIFICATE_DOWNLOAD,e-TIN Certificate Download,Low,Mixed,FALSE,,SYNTHETIC,TAX_TIN_CERTIFICATE_DOWNLOAD_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0021,ই-টিআইএনে ভুল তথ্য কীভাবে সংশোধন করব?,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_INFORMATION_UPDATE,TIN Information Correction or Update,Medium,Formal,FALSE,,SYNTHETIC,TAX_TIN_INFORMATION_UPDATE_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0022,TIN profile-এর address update করতে চাই।,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_INFORMATION_UPDATE,TIN Information Correction or Update,Medium,Informal,FALSE,,SYNTHETIC,TAX_TIN_INFORMATION_UPDATE_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0023,e-TIN information correction er process ki?,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_INFORMATION_UPDATE,TIN Information Correction or Update,Medium,Mixed,FALSE,,SYNTHETIC,TAX_TIN_INFORMATION_UPDATE_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0024,"taxpayer record-এ নামের spelling ভুল দেখাচ্ছে, update করব কীভাবে?",TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_INFORMATION_UPDATE,TIN Information Correction or Update,Medium,Mixed,FALSE,,SYNTHETIC,TAX_TIN_INFORMATION_UPDATE_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0025,বিদ্যমান টিআইএন বাতিলের আবেদন কীভাবে করব?,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_CANCELLATION,TIN Cancellation or Inactivation,Medium,Formal,FALSE,,SYNTHETIC,TAX_TIN_CANCELLATION_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0026,"TIN আর দরকার নেই, deactivate করা যাবে?",TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_CANCELLATION,TIN Cancellation or Inactivation,Medium,Informal,FALSE,,SYNTHETIC,TAX_TIN_CANCELLATION_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0027,e-TIN cancellation request kivabe dite hoy?,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_CANCELLATION,TIN Cancellation or Inactivation,Medium,Mixed,FALSE,,SYNTHETIC,TAX_TIN_CANCELLATION_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0028,দুইটা TIN হয়ে গেছে—একটা বন্ধ করার official process জানতে চাই।,TAX,TAX_TIN_REGISTRATION,Taxpayer Registration and TIN,TAX_TIN_CANCELLATION,TIN Cancellation or Inactivation,Medium,Mixed,FALSE,,SYNTHETIC,TAX_TIN_CANCELLATION_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0029,কার আয়কর রিটার্ন দাখিল করা প্রয়োজন?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_OBLIGATION,Tax Return Filing Obligation,Low,Formal,FALSE,,SYNTHETIC,TAX_RETURN_OBLIGATION_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0030,"TIN আছে, return file করতেই হবে নাকি?",TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_OBLIGATION,Tax Return Filing Obligation,Low,Informal,FALSE,,SYNTHETIC,TAX_RETURN_OBLIGATION_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0031,amar income tax return submit kora mandatory kina?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_OBLIGATION,Tax Return Filing Obligation,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_OBLIGATION_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0032,চাকরির আয় আছে—আমার ক্ষেত্রে return filing obligation আছে কি?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_OBLIGATION,Tax Return Filing Obligation,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_OBLIGATION_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0033,আয়কর রিটার্ন দাখিলের সম্পূর্ণ প্রক্রিয়াটি কী?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_PROCESS,Income Tax Return Filing Process,Low,Formal,FALSE,,SYNTHETIC,TAX_RETURN_PROCESS_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0034,"tax return করতে চাই, কীভাবে শুরু করব?",TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_PROCESS,Income Tax Return Filing Process,Low,Informal,FALSE,,SYNTHETIC,TAX_RETURN_PROCESS_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0035,income tax return filing process ta ki?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_PROCESS,Income Tax Return Filing Process,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_PROCESS_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0036,প্রথমবার return জমা দেব—ধাপগুলো বুঝতে চাই।,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_PROCESS,Income Tax Return Filing Process,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_PROCESS_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0037,অনলাইনে আয়কর রিটার্ন কীভাবে জমা দেব?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_ONLINE_SUBMISSION,Online Tax Return Submission,Low,Formal,FALSE,,SYNTHETIC,TAX_RETURN_ONLINE_SUBMISSION_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0038,e-Return portal দিয়ে return submit করব কীভাবে?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_ONLINE_SUBMISSION,Online Tax Return Submission,Low,Informal,FALSE,,SYNTHETIC,TAX_RETURN_ONLINE_SUBMISSION_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0039,online tax return file korar niyom ki?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_ONLINE_SUBMISSION,Online Tax Return Submission,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_ONLINE_SUBMISSION_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0040,"account-এ ঢুকেছি, এখন electronic return submission কোথা থেকে শুরু করব?",TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_ONLINE_SUBMISSION,Online Tax Return Submission,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_ONLINE_SUBMISSION_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0041,আয়কর রিটার্ন তৈরির জন্য কী কী নথি ও তথ্য প্রয়োজন?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_REQUIRED_DOCUMENTS,Tax Return Information and Documents,Low,Formal,FALSE,,SYNTHETIC,TAX_RETURN_REQUIRED_DOCUMENTS_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0042,return file করতে কোন papers ready রাখব?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_REQUIRED_DOCUMENTS,Tax Return Information and Documents,Low,Informal,FALSE,,SYNTHETIC,TAX_RETURN_REQUIRED_DOCUMENTS_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0043,tax return er required documents ki ki?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_REQUIRED_DOCUMENTS,Tax Return Information and Documents,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_REQUIRED_DOCUMENTS_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0044,বেতন আর ব্যাংকের তথ্যসহ return বানাতে কোন records জোগাড় করতে হবে?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_REQUIRED_DOCUMENTS,Tax Return Information and Documents,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_REQUIRED_DOCUMENTS_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0045,রিটার্নে আয়ের তথ্য কীভাবে উল্লেখ করতে হয়?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_INCOME_INFORMATION,Income Information in Tax Return,Low,Formal,FALSE,,SYNTHETIC,TAX_RETURN_INCOME_INFORMATION_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0046,salary income কোন section-এ দেব?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_INCOME_INFORMATION,Income Information in Tax Return,Low,Informal,FALSE,,SYNTHETIC,TAX_RETURN_INCOME_INFORMATION_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0047,different income source return e kivabe show korbo?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_INCOME_INFORMATION,Income Information in Tax Return,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_INCOME_INFORMATION_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
