id,text,service,parent_topic_id,parent_topic,query_topic_id,query_topic,priority,language_style,privacy_present,privacy_types,source_type,parent_query_id,difficulty,is_ood,annotation_notes
NIDQ_0017,Could you explain Can you clarify someone under 18 can register?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_AGE_ELIGIBILITY,Registration Age Requirement,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_AGE_ELIGIBILITY_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0018,Please tell me the correct process: Can you clarify someone under 18 can register?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_AGE_ELIGIBILITY,Registration Age Requirement,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_AGE_ELIGIBILITY_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0025,How to register for the first time?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_PROCESS,First-Time Registration Process,Low,Formal,FALSE,,SYNTHETIC,NID_REGISTRATION_PROCESS_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0026,Could you explain How to register for the first time?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_PROCESS,First-Time Registration Process,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_PROCESS_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0027,Please tell me the correct process: How to register for the first time?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_PROCESS,First-Time Registration Process,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_PROCESS_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0028,I have a question about step-by-step registration process. What is the process?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_PROCESS,First-Time Registration Process,Low,Informal,FALSE,,SYNTHETIC,NID_REGISTRATION_PROCESS_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0029,"For my case, I have a question about step-by-step registration process. What is the process?",NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_PROCESS,First-Time Registration Process,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_PROCESS_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0030,Can you clarify this for me: I have a question about step-by-step registration process. What is the process?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_PROCESS,First-Time Registration Process,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_PROCESS_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0037,What should I know about online application procedure?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_ONLINE_APPLICATION,Online Registration Application,Low,Formal,FALSE,,SYNTHETIC,NID_REGISTRATION_ONLINE_APPLICATION_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0038,"For my case, What should I know about online application procedure?",NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_ONLINE_APPLICATION,Online Registration Application,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_ONLINE_APPLICATION_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0039,Can you clarify this for me: What should I know about online application procedure?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_ONLINE_APPLICATION,Online Registration Application,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_ONLINE_APPLICATION_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0040,Could you explain the rules for online registration website?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_ONLINE_APPLICATION,Online Registration Application,Low,Informal,FALSE,,SYNTHETIC,NID_REGISTRATION_ONLINE_APPLICATION_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0041,Could you explain the rules for online registration website; what should I do next?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_ONLINE_APPLICATION,Online Registration Application,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_ONLINE_APPLICATION_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0042,এই বিষয়ে সহায়তা চাই: Could you explain the rules for online registration website?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_ONLINE_APPLICATION,Online Registration Application,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_ONLINE_APPLICATION_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0049,Please explain the official process for required document list.,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_REQUIRED_DOCUMENTS,Required Registration Documents,Low,Formal,FALSE,,SYNTHETIC,NID_REGISTRATION_REQUIRED_DOCUMENTS_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0050,Please explain the official process for required document list; what should I do next?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_REQUIRED_DOCUMENTS,Required Registration Documents,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_REQUIRED_DOCUMENTS_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0051,Please explain the official process for required document list?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_REQUIRED_DOCUMENTS,Required Registration Documents,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_REQUIRED_DOCUMENTS_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0052,Which rules apply to birth certificate requirement?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_REQUIRED_DOCUMENTS,Required Registration Documents,Low,Informal,FALSE,,SYNTHETIC,NID_REGISTRATION_REQUIRED_DOCUMENTS_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0053,I am trying to understand this: Which rules apply to birth certificate requirement?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_REQUIRED_DOCUMENTS,Required Registration Documents,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_REQUIRED_DOCUMENTS_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0054,I need guidance on this: Which rules apply to birth certificate requirement?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_REQUIRED_DOCUMENTS,Required Registration Documents,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_REQUIRED_DOCUMENTS_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0061,Where to get the application form?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPLICATION_FORM,Registration Application Form,Low,Formal,FALSE,,SYNTHETIC,NID_REGISTRATION_APPLICATION_FORM_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0062,I am trying to understand this: Where to get the application form?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPLICATION_FORM,Registration Application Form,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_APPLICATION_FORM_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0063,I need guidance on this: Where to get the application form?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPLICATION_FORM,Registration Application Form,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_APPLICATION_FORM_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0064,How to fill the form?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPLICATION_FORM,Registration Application Form,Low,Informal,FALSE,,SYNTHETIC,NID_REGISTRATION_APPLICATION_FORM_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0065,Could you explain How to fill the form?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPLICATION_FORM,Registration Application Form,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_APPLICATION_FORM_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0066,Please tell me the correct process: How to fill the form?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPLICATION_FORM,Registration Application Form,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_APPLICATION_FORM_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0073,Where to apply?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPLICATION_LOCATION,Registration Office or Application Location,Low,Formal,FALSE,,SYNTHETIC,NID_REGISTRATION_APPLICATION_LOCATION_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0074,Could you explain Where to apply?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPLICATION_LOCATION,Registration Office or Application Location,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_APPLICATION_LOCATION_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0075,Please tell me the correct process: Where to apply?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPLICATION_LOCATION,Registration Office or Application Location,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_APPLICATION_LOCATION_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0076,Could you explain the rules for which election office to visit?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPLICATION_LOCATION,Registration Office or Application Location,Low,Informal,FALSE,,SYNTHETIC,NID_REGISTRATION_APPLICATION_LOCATION_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0077,"For my case, Could you explain the rules for which election office to visit?",NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPLICATION_LOCATION,Registration Office or Application Location,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_APPLICATION_LOCATION_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0078,Can you clarify this for me: Could you explain the rules for which election office to visit?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPLICATION_LOCATION,Registration Office or Application Location,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_APPLICATION_LOCATION_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0085,Please explain the official process for fingerprint requirement.,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_BIOMETRIC,Registration Biometric Process,Low,Formal,FALSE,,SYNTHETIC,NID_REGISTRATION_BIOMETRIC_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0086,"For my case, Please explain the official process for fingerprint requirement?",NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_BIOMETRIC,Registration Biometric Process,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_BIOMETRIC_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0087,Can you clarify this for me: Please explain the official process for fingerprint requirement?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_BIOMETRIC,Registration Biometric Process,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_BIOMETRIC_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0088,Where biometrics are provided?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_BIOMETRIC,Registration Biometric Process,Low,Informal,FALSE,,SYNTHETIC,NID_REGISTRATION_BIOMETRIC_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0089,Where biometrics are provided; what should I do next?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_BIOMETRIC,Registration Biometric Process,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_BIOMETRIC_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0090,এই বিষয়ে সহায়তা চাই: Where biometrics are provided?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_BIOMETRIC,Registration Biometric Process,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_BIOMETRIC_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0097,Can you guide me about present-address voter area?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_AREA_SELECTION,Voter Registration Area Selection,Low,Formal,FALSE,,SYNTHETIC,NID_REGISTRATION_AREA_SELECTION_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0098,Can you guide me about present-address voter area; what should I do next?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_AREA_SELECTION,Voter Registration Area Selection,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_AREA_SELECTION_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0099,এই বিষয়ে সহায়তা চাই: Can you guide me about present-address voter area?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_AREA_SELECTION,Voter Registration Area Selection,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_AREA_SELECTION_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0100,I have a question about permanent-address voter area. What is the process?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_AREA_SELECTION,Voter Registration Area Selection,Low,Informal,FALSE,,SYNTHETIC,NID_REGISTRATION_AREA_SELECTION_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0101,I am trying to understand this: I have a question about permanent-address voter area. What is the process?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_AREA_SELECTION,Voter Registration Area Selection,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_AREA_SELECTION_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0102,I need guidance on this: I have a question about permanent-address voter area. What is the process?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_AREA_SELECTION,Voter Registration Area Selection,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_AREA_SELECTION_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0109,What should I know about appointment booking?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPOINTMENT,Registration Appointment,Low,Formal,FALSE,,SYNTHETIC,NID_REGISTRATION_APPOINTMENT_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0110,I am trying to understand this: What should I know about appointment booking?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPOINTMENT,Registration Appointment,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_APPOINTMENT_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0111,I need guidance on this: What should I know about appointment booking?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPOINTMENT,Registration Appointment,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_APPOINTMENT_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0112,Could you explain the rules for online appointment?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPOINTMENT,Registration Appointment,Low,Informal,FALSE,,SYNTHETIC,NID_REGISTRATION_APPOINTMENT_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0113,Could you explain Could you explain the rules for online appointment?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPOINTMENT,Registration Appointment,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_APPOINTMENT_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0114,Please tell me the correct process: Could you explain the rules for online appointment?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_APPOINTMENT,Registration Appointment,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_APPOINTMENT_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0121,Please explain the official process for meaning of present versus permanent address.,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_ADDRESS_FIELDS,Present and Permanent Address in Registration,Low,Formal,FALSE,,SYNTHETIC,NID_REGISTRATION_ADDRESS_FIELDS_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0122,Could you explain Please explain the official process for meaning of present versus permanent address?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_ADDRESS_FIELDS,Present and Permanent Address in Registration,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_ADDRESS_FIELDS_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0123,Please tell me the correct process: Please explain the official process for meaning of present versus permanent address?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_ADDRESS_FIELDS,Present and Permanent Address in Registration,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_ADDRESS_FIELDS_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0124,Which rules apply to which address to enter?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_ADDRESS_FIELDS,Present and Permanent Address in Registration,Low,Informal,FALSE,,SYNTHETIC,NID_REGISTRATION_ADDRESS_FIELDS_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0125,"For my case, Which rules apply to which address to enter?",NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_ADDRESS_FIELDS,Present and Permanent Address in Registration,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_ADDRESS_FIELDS_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0126,Can you clarify this for me: Which rules apply to which address to enter?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_ADDRESS_FIELDS,Present and Permanent Address in Registration,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_ADDRESS_FIELDS_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0133,How verification works?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_VERIFICATION,Registration Verification,Low,Formal,FALSE,,SYNTHETIC,NID_REGISTRATION_VERIFICATION_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0134,"For my case, How verification works?",NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_VERIFICATION,Registration Verification,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_VERIFICATION_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0135,Can you clarify this for me: How verification works?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_VERIFICATION,Registration Verification,Low,Formal,FALSE,,PARAPHRASED,NID_REGISTRATION_VERIFICATION_F01,Easy,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0136,I have a question about meaning of verification status. What is the process?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_VERIFICATION,Registration Verification,Low,Informal,FALSE,,SYNTHETIC,NID_REGISTRATION_VERIFICATION_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0137,I have a question about meaning of verification status. What is the process; what should I do next?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_VERIFICATION,Registration Verification,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_VERIFICATION_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
NIDQ_0138,এই বিষয়ে সহায়তা চাই: I have a question about meaning of verification status. What is the process?,NID,NID_REGISTRATION,NID / Voter Registration,NID_REGISTRATION_VERIFICATION,Registration Verification,Low,Informal,FALSE,,PARAPHRASED,NID_REGISTRATION_VERIFICATION_F02,Medium,FALSE,Synthetic NID core anchored in reviewed taxonomy include examples; automated semantic/structural validation only; no REAL provenance claimed.
